Entity,Code,Year,Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked),Other renewables excluding bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from bioenergy - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from solar - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from wind - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from hydro - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from nuclear - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from oil - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from gas - TWh (adapted for visualization of chart electricity-prod-source-stacked),Electricity from coal - TWh (adapted for visualization of chart electricity-prod-source-stacked)
Austria,AUT,1990,0,1.13,0,0,31.51,0,2.72,7.72,6.19,0,1.13,0,0,31.51,0,2.72,7.72,6.19
Austria,AUT,1991,0,1.21,0,0,31.44,0,3.2,7.47,6.84,0,1.21,0,0,31.44,0,3.2,7.47,6.84
Austria,AUT,1992,0,1.31,0,0,34.85,0,2.98,6.64,4.11,0,1.31,0,0,34.85,0,2.98,6.64,4.11
Austria,AUT,1993,0,1.34,0,0,36.71,0,3.49,6.79,2.98,0,1.34,0,0,36.71,0,3.49,6.79,2.98
Austria,AUT,1994,0,1.19,0,0,35.71,0,3.31,8.64,3.1,0,1.19,0,0,35.71,0,3.31,8.64,3.1
Austria,AUT,1995,0,1.84,0,0,37.07,0,2.91,8.91,4.32,0,1.84,0,0,37.07,0,2.91,8.91,4.32
Austria,AUT,1996,0,1.57,0,0,34.22,0,2.98,9.4,5.28,0,1.57,0,0,34.22,0,2.98,9.4,5.28
Austria,AUT,1997,0,1.69,0,0.02,36.11,0,3.47,8.47,5.83,0,1.69,0,0.02,36.11,0,3.47,8.47,5.83
Austria,AUT,1998,0,1.82,0,0.05,37.16,0,3.79,8.87,4.13,0,1.82,0,0.05,37.16,0,3.79,8.87,4.13
Austria,AUT,1999,0,1.6,0,0.05,40.7,0,3.66,9.29,4.42,0,1.6,0,0.05,40.7,0,3.66,9.29,4.42
Austria,AUT,2000,0,1.53,0,0.07,41.84,0,2.63,7.85,5.72,0,1.53,0,0.07,41.84,0,2.63,7.85,5.72
Austria,AUT,2001,0,1.67,0.01,0.1,40.46,0,3.1,8.75,6.89,0,1.67,0.01,0.1,40.46,0,3.1,8.75,6.89
Austria,AUT,2002,0,1.52,0.01,0.14,40.23,0,2.81,9.31,6.61,0,1.52,0.01,0.14,40.23,0,2.81,9.31,6.61
Austria,AUT,2003,0,1.65,0.01,0.37,33.21,0,3.13,11.16,8.44,0,1.65,0.01,0.37,33.21,0,3.13,11.16,8.44
Austria,AUT,2004,0,1.91,0.02,0.93,36.76,0,3.37,10.95,7.91,0,1.91,0.02,0.93,36.76,0,3.37,10.95,7.91
Austria,AUT,2005,0,2.43,0.02,1.33,37.1,0,3.29,13.03,7.17,0,2.43,0.02,1.33,37.1,0,3.29,13.03,7.17
Austria,AUT,2006,0,3.23,0.02,1.75,35.66,0,3.51,10.67,7.37,0,3.23,0.02,1.75,35.66,0,3.51,10.67,7.37
Austria,AUT,2007,0,4.06,0.02,2.04,37.05,0,3.16,9.9,6.6,0,4.06,0.02,2.04,37.05,0,3.16,9.9,6.6
Austria,AUT,2008,0,4.16,0.03,2.01,38.33,0,3.14,11.18,5.53,0,4.16,0.03,2.01,38.33,0,3.14,11.18,5.53
Austria,AUT,2009,0,4.28,0.05,1.95,40.9,0,2.93,12.34,3.76,0,4.28,0.05,1.95,40.9,0,2.93,12.34,3.76
Austria,AUT,2010,0,4.48,0.09,2.06,38.36,0,3.56,14.35,4.92,0,4.48,0.09,2.06,38.36,0,3.56,14.35,4.92
Austria,AUT,2011,0,4.56,0.17,1.94,34.24,0,3.42,12.44,5.43,0,4.56,0.17,1.94,34.24,0,3.42,12.44,5.43
Austria,AUT,2012,0,4.68,0.34,2.46,43.85,0,3.22,9.71,4.39,0,4.68,0.34,2.46,43.85,0,3.22,9.71,4.39
Austria,AUT,2013,0,4.7,0.63,3.15,42.02,0,3.19,6.65,4.21,0,4.7,0.63,3.15,42.02,0,3.19,6.65,4.21
Austria,AUT,2014,0,4.55,0.79,3.85,41.01,0,3.09,5.32,2.94,0,4.55,0.79,3.85,41.01,0,3.09,5.32,2.94
Austria,AUT,2015,0,4.65,0.94,4.84,37.16,0,3.58,7.66,2.95,0,4.65,0.94,4.84,37.16,0,3.58,7.66,2.95
Austria,AUT,2016,0,4.78,1.1,5.23,39.97,0,3.26,8.49,2.04,0,4.78,1.1,5.23,39.97,0,3.26,8.49,2.04
Austria,AUT,2017,0,4.92,1.27,6.57,38.29,0,3.37,10.91,1.76,0,4.92,1.27,6.57,38.29,0,3.37,10.91,1.76
Austria,AUT,2018,0,4.93,1.46,6.03,37.64,0,2.88,9.92,1.81,0,4.93,1.46,6.03,37.64,0,2.88,9.92,1.81
Austria,AUT,2019,0,4.66,1.7,7.45,40.83,0,3.23,11.32,1.5,0,4.66,1.7,7.45,40.83,0,3.23,11.32,1.5
Austria,AUT,2020,0,4.59,2.04,6.79,42,0,3.11,9.95,0.56,0,4.59,2.04,6.79,42,0,3.11,9.95,0.56
Austria,AUT,2021,0,4.48,2.77,6.74,38.89,0,3.31,10.62,0,0,4.48,2.77,6.74,38.89,0,3.31,10.62,0
Austria,AUT,2022,0,4.76,3.78,7.25,34.63,0,3.22,10.87,0,0,4.76,3.78,7.25,34.63,0,3.22,10.87,0
Austria,AUT,2023,0,4.56,6.39,8.34,40.67,0,3.32,7.5,0,0,4.56,6.39,8.34,40.67,0,3.32,7.5,0
Austria,AUT,2024,0,5.09,8.82,9.44,44.76,0,3.32,7.11,0,0,5.09,8.82,9.44,44.76,0,3.32,7.11,0
Belgium,BEL,1990,0,0.28,0,0.01,0.27,42.72,4.51,5.41,17.09,0,0.28,0,0.01,0.27,42.72,4.51,5.41,17.09
Belgium,BEL,1991,0,0.3,0,0.01,0.23,42.86,5.06,6.22,16.51,0,0.3,0,0.01,0.23,42.86,5.06,6.22,16.51
Belgium,BEL,1992,0,0.27,0,0.01,0.34,43.46,4.66,6.67,16.01,0,0.27,0,0.01,0.34,43.46,4.66,6.67,16.01
Belgium,BEL,1993,0,0.25,0,0.01,0.25,41.93,4.53,6.81,16.3,0,0.25,0,0.01,0.25,41.93,4.53,6.81,16.3
Belgium,BEL,1994,0,0.25,0,0.01,0.35,40.62,4.86,8.27,16.98,0,0.25,0,0.01,0.35,40.62,4.86,8.27,16.98
Belgium,BEL,1995,0,0.32,0,0.01,0.34,41.36,4.79,10.18,16.52,0,0.32,0,0.01,0.34,41.36,4.79,10.18,16.52
Belgium,BEL,1996,0,0.31,0,0.01,0.24,43.34,4.68,11.01,15.55,0,0.31,0,0.01,0.24,43.34,4.68,11.01,15.55
Belgium,BEL,1997,0,0.28,0,0.01,0.31,47.41,4.58,11.54,13.75,0,0.28,0,0.01,0.31,47.41,4.58,11.54,13.75
Belgium,BEL,1998,0,0.36,0,0.01,0.39,46.17,5.93,15.04,14.19,0,0.36,0,0.01,0.39,46.17,5.93,15.04,14.19
Belgium,BEL,1999,0,0.5,0,0.01,0.34,49.02,4.33,19.23,9.94,0,0.5,0,0.01,0.34,49.02,4.33,19.23,9.94
Belgium,BEL,2000,0,0.57,0,0.02,0.46,48.16,4.68,15.98,12.92,0,0.57,0,0.02,0.46,48.16,4.68,15.98,12.92
Belgium,BEL,2001,0,0.6,0,0.04,0.44,46.35,5.48,15.78,9.94,0,0.6,0,0.04,0.44,46.35,5.48,15.78,9.94
Belgium,BEL,2002,0,0.72,0,0.06,0.36,47.36,4.54,17.87,10.03,0,0.72,0,0.06,0.36,47.36,4.54,17.87,10.03
Belgium,BEL,2003,0,0.86,0,0.09,0.25,47.38,3.74,21.61,9.64,0,0.86,0,0.09,0.25,47.38,3.74,21.61,9.64
Belgium,BEL,2004,0,1.04,0,0.14,0.32,47.31,4.91,20.04,9.15,0,1.04,0,0.14,0.32,47.31,4.91,20.04,9.15
Belgium,BEL,2005,0,1.59,0,0.23,0.29,47.6,4.97,21.5,8.2,0,1.59,0,0.23,0.29,47.6,4.97,21.5,8.2
Belgium,BEL,2006,0,2.23,0,0.37,0.36,46.65,4.89,21.99,6.85,0,2.23,0,0.37,0.36,46.65,4.89,21.99,6.85
Belgium,BEL,2007,0,2.6,0.01,0.49,0.39,48.23,3.96,24.66,6.47,0,2.6,0.01,0.49,0.39,48.23,3.96,24.66,6.47
Belgium,BEL,2008,0,3.33,0.04,0.64,0.41,45.57,3.41,24.11,5.55,0,3.33,0.04,0.64,0.41,45.57,3.41,24.11,5.55
Belgium,BEL,2009,0,3.95,0.17,0.99,0.33,47.22,2.67,29.25,5.18,0,3.95,0.17,0.99,0.33,47.22,2.67,29.25,5.18
Belgium,BEL,2010,0,4.38,0.58,1.29,0.31,47.94,3.49,30.84,4.2,0,4.38,0.58,1.29,0.31,47.94,3.49,30.84,4.2
Belgium,BEL,2011,0,4.63,1.21,2.31,0.2,48.23,3.77,25.44,3.48,0,4.63,1.21,2.31,0.2,48.23,3.77,25.44,3.48
Belgium,BEL,2012,0,5.24,2.15,2.76,0.36,40.29,3.75,23.57,3.39,0,5.24,2.15,2.76,0.36,40.29,3.75,23.57,3.39
Belgium,BEL,2013,0,5.03,2.64,3.67,0.38,42.64,3.78,20.8,3.01,0,5.03,2.64,3.67,0.38,42.64,3.78,20.8,3.01
Belgium,BEL,2014,0,4.41,2.89,4.62,0.29,33.7,3.86,19.34,2.09,0,4.41,2.89,4.62,0.29,33.7,3.86,19.34,2.09
Belgium,BEL,2015,0,5.49,3.06,5.57,0.32,26.1,3.8,22.02,2.07,0,5.49,3.06,5.57,0.32,26.1,3.8,22.02,2.07
Belgium,BEL,2016,0,5.36,3.1,5.42,0.37,43.52,4.08,22.07,0.39,0,5.36,3.1,5.42,0.37,43.52,4.08,22.07,0.39
Belgium,BEL,2017,0,5.7,3.31,6.52,0.27,42.23,4.29,23.02,0,0,5.7,3.31,6.52,0.27,42.23,4.29,23.02,0
Belgium,BEL,2018,0,5.4,3.9,7.57,0.29,28.6,4.12,23.99,0,0,5.4,3.9,7.57,0.29,28.6,4.12,23.99,0
Belgium,BEL,2019,0,5.15,4.25,9.75,0.3,43.52,4.18,25.54,0,0,5.15,4.25,9.75,0.3,43.52,4.18,25.54,0
Belgium,BEL,2020,0,5.26,5.11,12.81,0.27,34.43,3.63,26.78,0,0,5.26,5.11,12.81,0.27,34.43,3.63,26.78,0
Belgium,BEL,2021,0,4.7,5.62,12,0.42,50.33,3.8,22.52,0,0,4.7,5.62,12,0.42,50.33,3.8,22.52,0
Belgium,BEL,2022,0,4.93,6.88,12.35,0.27,43.88,4.07,21.95,0,0,4.93,6.88,12.35,0.27,43.88,4.07,21.95,0
Belgium,BEL,2023,0,3.8,7.82,15.46,0.41,32.93,3.48,18.3,0,0,3.8,7.82,15.46,0.41,32.93,3.48,18.3,0
Belgium,BEL,2024,0,3.51,8.93,14.01,0.42,31.41,2.67,13.98,0,0,3.51,8.93,14.01,0.42,31.41,2.67,13.98,0
Czechia,CZE,1990,0,0,0,0,1.16,12.59,1.12,0.38,47.02,0,0,0,0,1.16,12.59,1.12,0.38,47.02
Czechia,CZE,1991,0,0,0,0,1.09,12.13,1.1,0.38,45.6,0,0,0,0,1.09,12.13,1.1,0.38,45.6
Czechia,CZE,1992,0,0,0,0,1.4,12.25,1.11,0.38,43.91,0,0,0,0,1.4,12.25,1.11,0.38,43.91
Czechia,CZE,1993,0,0.16,0,0,1.37,12.63,0.84,0.4,43.27,0,0.16,0,0,1.37,12.63,0.84,0.4,43.27
Czechia,CZE,1994,0,0.32,0,0,1.46,12.98,1.01,0.39,42.24,0,0.32,0,0,1.46,12.98,1.01,0.39,42.24
Czechia,CZE,1995,0,0.41,0,0,2,12.23,1.12,0.48,44.34,0,0.41,0,0,2,12.23,1.12,0.48,44.34
Czechia,CZE,1996,0,0.29,0,0,1.97,12.85,2.25,1.04,45.43,0,0.29,0,0,1.97,12.85,2.25,1.04,45.43
Czechia,CZE,1997,0,0.49,0,0,1.7,12.49,2.65,1.15,45.73,0,0.49,0,0,1.7,12.49,2.65,1.15,45.73
Czechia,CZE,1998,0,0.59,0,0,1.4,13.18,2.85,1.29,45.31,0,0.59,0,0,1.4,13.18,2.85,1.29,45.31
Czechia,CZE,1999,0,0.68,0,0,1.68,13.36,2.57,1.73,44.15,0,0.68,0,0,1.68,13.36,2.57,1.73,44.15
Czechia,CZE,2000,0,0.52,0,0,1.76,13.59,2.59,1.69,52.75,0,0.52,0,0,1.76,13.59,2.59,1.69,52.75
Czechia,CZE,2001,0,0.52,0,0.0002,2.05,14.75,2.73,1.58,52.59,0,0.52,0,0.0002,2.05,14.75,2.73,1.58,52.59
Czechia,CZE,2002,0,0.5,0,0,2.49,18.74,2.75,1.61,49.91,0,0.5,0,0,2.49,18.74,2.75,1.61,49.91
Czechia,CZE,2003,0,0.49,0,0,1.38,25.87,2.7,1.58,50.77,0,0.49,0,0,1.38,25.87,2.7,1.58,50.77
Czechia,CZE,2004,0,0.71,0,0.01,2.02,26.33,2.87,1.54,50.31,0,0.71,0,0.01,2.02,26.33,2.87,1.54,50.31
Czechia,CZE,2005,0,0.73,0,0.02,2.38,24.73,3.08,1.47,49.52,0,0.73,0,0.02,2.38,24.73,3.08,1.47,49.52
Czechia,CZE,2006,0,0.92,0,0.05,2.55,26.05,2.87,1.57,49.65,0,0.92,0,0.05,2.55,26.05,2.87,1.57,49.65
Czechia,CZE,2007,0,1.2,0,0.13,2.09,26.17,3.02,1.37,53.79,0,1.2,0,0.13,2.09,26.17,3.02,1.37,53.79
Czechia,CZE,2008,0,1.45,0.01,0.24,2.02,26.55,3.22,1.02,48.77,0,1.45,0.01,0.24,2.02,26.55,3.22,1.02,48.77
Czechia,CZE,2009,0,1.85,0.09,0.29,2.43,27.21,2.85,0.98,45.94,0,1.85,0.09,0.29,2.43,27.21,2.85,0.98,45.94
Czechia,CZE,2010,0,2.16,0.62,0.34,2.79,28,3.03,1.38,46.9,0,2.16,0.62,0.34,2.79,28,3.03,1.38,46.9
Czechia,CZE,2011,0,2.7,2.18,0.4,1.96,28.28,3.03,1.41,46.68,0,2.7,2.18,0.4,1.96,28.28,3.03,1.41,46.68
Czechia,CZE,2012,0,3.37,2.15,0.42,2.13,30.32,2.72,1.49,43.98,0,3.37,2.15,0.42,2.13,30.32,2.72,1.49,43.98
Czechia,CZE,2013,0,4.06,2.03,0.48,2.73,30.75,2.7,2.04,41.12,0,4.06,2.03,0.48,2.73,30.75,2.7,2.04,41.12
Czechia,CZE,2014,0,4.66,2.12,0.48,1.91,30.33,2.93,1.82,40.73,0,4.66,2.12,0.48,1.91,30.33,2.93,1.82,40.73
Czechia,CZE,2015,0,4.79,2.26,0.57,1.79,26.84,2.82,2.28,41.14,0,4.79,2.26,0.57,1.79,26.84,2.82,2.28,41.14
Czechia,CZE,2016,0,4.76,2.13,0.5,2,24.1,2.81,3.73,41.97,0,4.76,2.13,0.5,2,24.1,2.81,3.73,41.97
Czechia,CZE,2017,0,4.97,2.2,0.59,1.87,28.34,2.65,3.7,41.44,0,4.97,2.2,0.59,1.87,28.34,2.65,3.7,41.44
Czechia,CZE,2018,0,4.83,2.36,0.61,1.63,29.92,2.52,3.77,41.2,0,4.83,2.36,0.61,1.63,29.92,2.52,3.77,41.2
Czechia,CZE,2019,0,5.03,2.32,0.7,2.01,30.25,2.27,5.81,37.33,0,5.03,2.32,0.7,2.01,30.25,2.27,5.81,37.33
Czechia,CZE,2020,0,5.21,2.29,0.7,2.14,30.04,1.85,6.87,31,0,5.21,2.29,0.7,2.14,30.04,1.85,6.87,31
Czechia,CZE,2021,0,5.38,2.25,0.6,2.41,30.73,0.8,7.31,34.18,0,5.38,2.25,0.6,2.41,30.73,0.8,7.31,34.18
Czechia,CZE,2022,0,5.41,2.63,0.64,2.09,31.02,0.73,4.33,36.88,0,5.41,2.63,0.64,2.09,31.02,0.73,4.33,36.88
Czechia,CZE,2023,0,5.19,2.89,0.71,2.36,30.41,0.63,3.68,29.94,0,5.19,2.89,0.71,2.36,30.41,0.63,3.68,29.94
Czechia,CZE,2024,0.02,5.18,4,0.68,2.61,29.75,0.38,3.73,26.67,0.02,5.18,4,0.68,2.61,29.75,0.38,3.73,26.67
Denmark,DNK,1990,0,0.19,0,0.61,0.03,0,0.86,0.69,23.56,0,0.19,0,0.61,0.03,0,0.86,0.69,23.56
Denmark,DNK,1991,0,0.29,0,0.74,0.03,0,1.12,0.83,33.44,0,0.29,0,0.74,0.03,0,1.12,0.83,33.44
Denmark,DNK,1992,0,0.41,0,0.92,0.03,0,1.2,1.08,26.96,0,0.41,0,0.92,0.03,0,1.2,1.08,26.96
Denmark,DNK,1993,0,0.55,0,1.03,0.03,0,1.25,1.59,29.33,0,0.55,0,1.03,0.03,0,1.25,1.59,29.33
Denmark,DNK,1994,0,0.57,0,1.14,0.03,0,3.07,2.28,33.29,0,0.57,0,1.14,0.03,0,3.07,2.28,33.29
Denmark,DNK,1995,0,0.65,0,1.18,0.03,0,3.73,3.63,27.36,0,0.65,0,1.18,0.03,0,3.73,3.63,27.36
Denmark,DNK,1996,0,0.83,0,1.23,0.02,0,5.95,5.68,39.67,0,0.83,0,1.23,0.02,0,5.95,5.68,39.67
Denmark,DNK,1997,0,0.98,0,1.93,0.02,0,5.67,6.78,28.76,0,0.98,0,1.93,0.02,0,5.67,6.78,28.76
Denmark,DNK,1998,0,1.08,0,2.82,0.03,0,5.21,8.13,23.65,0,1.08,0,2.82,0.03,0,5.21,8.13,23.65
Denmark,DNK,1999,0,1.32,0,3.03,0.03,0,5.2,9.06,20.08,0,1.32,0,3.03,0.03,0,5.2,9.06,20.08
Denmark,DNK,2000,0,1.3,0,4.24,0.03,0,4.84,8.77,16.67,0,1.3,0,4.24,0.03,0,4.84,8.77,16.67
Denmark,DNK,2001,0,1.51,0,4.31,0.03,0,4.6,9.27,17.82,0,1.51,0,4.31,0.03,0,4.6,9.27,17.82
Denmark,DNK,2002,0,1.88,0,4.88,0.03,0,4.46,9.59,18.26,0,1.88,0,4.88,0.03,0,4.46,9.59,18.26
Denmark,DNK,2003,0,2.49,0,5.56,0.02,0,2.83,9.76,25.31,0,2.49,0,5.56,0.02,0,2.83,9.76,25.31
Denmark,DNK,2004,0,2.91,0,6.59,0.03,0,2.1,9.94,18.67,0,2.91,0,6.59,0.03,0,2.1,9.94,18.67
Denmark,DNK,2005,0,3.17,0,6.61,0.02,0,2.04,8.78,15.46,0,3.17,0,6.61,0.02,0,2.04,8.78,15.46
Denmark,DNK,2006,0,3.07,0,6.1,0.02,0,2.28,9.4,24.57,0,3.07,0,6.1,0.02,0,2.28,9.4,24.57
Denmark,DNK,2007,0,3.1,0,7.17,0.03,0,1.91,7.04,19.89,0,3.1,0,7.17,0.03,0,1.91,7.04,19.89
Denmark,DNK,2008,0,3.14,0,6.93,0.03,0,1.84,7.08,17.46,0,3.14,0,6.93,0.03,0,1.84,7.08,17.46
Denmark,DNK,2009,0,3.32,0,6.73,0.02,0,1.82,6.67,17.69,0,3.32,0,6.73,0.02,0,1.82,6.67,17.69
Denmark,DNK,2010,0,4.59,0.01,7.81,0.02,0,1.4,7.91,17.01,0,4.59,0.01,7.81,0.02,0,1.4,7.91,17.01
Denmark,DNK,2011,0,4.37,0.01,9.77,0.02,0,1.12,5.84,13.98,0,4.37,0.01,9.77,0.02,0,1.12,5.84,13.98
Denmark,DNK,2012,0,4.45,0.1,10.27,0.02,0,1,4.19,10.54,0,4.45,0.1,10.27,0.02,0,1,4.19,10.54
Denmark,DNK,2013,0,4.31,0.52,11.12,0.01,0,0.94,3.42,14.29,0,4.31,0.52,11.12,0.01,0,0.94,3.42,14.29
Denmark,DNK,2014,0,4.29,0.6,13.08,0.02,0,0.89,2.1,11.06,0,4.29,0.6,13.08,0.02,0,0.89,2.1,11.06
Denmark,DNK,2015,0,4.18,0.6,14.13,0.02,0,0.92,1.82,7.11,0,4.18,0.6,14.13,0.02,0,0.92,1.82,7.11
Denmark,DNK,2016,0,4.85,0.74,12.78,0.02,0,0.88,2.26,8.87,0,4.85,0.74,12.78,0.02,0,0.88,2.26,8.87
Denmark,DNK,2017,0,6.25,0.75,14.78,0.02,0,0.87,2.02,6.21,0,6.25,0.75,14.78,0.02,0,0.87,2.02,6.21
Denmark,DNK,2018,0,5.89,0.95,13.9,0.01,0,0.82,2.07,6.57,0,5.89,0.95,13.9,0.01,0,0.82,2.07,6.57
Denmark,DNK,2019,0,5.94,0.96,16.15,0.02,0,0.89,2.1,3.31,0,5.94,0.96,16.15,0.02,0,0.89,2.1,3.31
Denmark,DNK,2020,0,5.92,1.18,16.33,0.02,0,0.89,1.18,3.06,0,5.92,1.18,16.33,0.02,0,0.89,1.18,3.06
Denmark,DNK,2021,0,8.72,1.31,16.05,0.02,0,0.91,1.54,4.37,0,8.72,1.31,16.05,0.02,0,0.91,1.54,4.37
Denmark,DNK,2022,0,7.27,2.2,19.03,0.01,0,1.03,1.02,4.43,0,7.27,2.2,19.03,0.01,0,1.03,1.02,4.43
Denmark,DNK,2023,0,6.44,3.36,19.51,0.02,0,0.85,1,2.53,0,6.44,3.36,19.51,0.02,0,0.85,1,2.53
Denmark,DNK,2024,0,6.67,3.99,20.53,0.02,0,0.85,0.9,2.49,0,6.67,3.99,20.53,0.02,0,0.85,0.9,2.49
Estonia,EST,1990,0,0,0,0,0,0,16.22,0.96,0,0,0,0,0,0,0,16.22,0.96,0
Estonia,EST,1991,0,0,0,0,0,0,13.66,0.97,0,0,0,0,0,0,0,13.66,0.97,0
Estonia,EST,1992,0,0,0,0,0,0,11.54,0.29,0,0,0,0,0,0,0,11.54,0.29,0
Estonia,EST,1993,0,0,0,0,0,0,8.99,0.13,0,0,0,0,0,0,0,8.99,0.13,0
Estonia,EST,1994,0,0,0,0,0,0,8.93,0.22,0,0,0,0,0,0,0,8.93,0.22,0
Estonia,EST,1995,0,0.01,0,0,0,0,8.42,0.26,0,0,0.01,0,0,0,0,8.42,0.26,0
Estonia,EST,1996,0,0,0,0,0,0,8.8,0.29,0,0,0,0,0,0,0,8.8,0.29,0
Estonia,EST,1997,0,0.01,0,0,0,0,8.95,0.26,0,0,0.01,0,0,0,0,8.95,0.26,0
Estonia,EST,1998,0,0.01,0,0,0,0,8.27,0.27,0,0,0.01,0,0,0,0,8.27,0.27,0
Estonia,EST,1999,0,0.01,0,0,0,0,8.03,0.23,0,0,0.01,0,0,0,0,8.03,0.23,0
Estonia,EST,2000,0,0.01,0,0,0,0,7.9,0.6,0,0,0.01,0,0,0,0,7.9,0.6,0
Estonia,EST,2001,0,0.01,0,0,0.01,0,7.87,0.6,0,0,0.01,0,0,0.01,0,7.87,0.6,0
Estonia,EST,2002,0,0.02,0,0,0.01,0,7.97,0.53,0,0,0.02,0,0,0.01,0,7.97,0.53,0
Estonia,EST,2003,0,0.03,0,0.01,0.01,0,9.61,0.5,0,0,0.03,0,0.01,0.01,0,9.61,0.5,0
Estonia,EST,2004,0,0.03,0,0.01,0.02,0,9.76,0.49,0,0,0.03,0,0.01,0.02,0,9.76,0.49,0
Estonia,EST,2005,0,0.04,0,0.05,0.02,0,9.55,0.54,0,0,0.04,0,0.05,0.02,0,9.55,0.54,0
Estonia,EST,2006,0,0.04,0,0.08,0.01,0,9.06,0.54,0,0,0.04,0,0.08,0.01,0,9.06,0.54,0
Estonia,EST,2007,0,0.03,0,0.09,0.02,0,11.7,0.34,0,0,0.03,0,0.09,0.02,0,11.7,0.34,0
Estonia,EST,2008,0,0.04,0,0.13,0.03,0,9.96,0.42,0,0,0.04,0,0.13,0.03,0,9.96,0.42,0
Estonia,EST,2009,0,0.31,0,0.2,0.03,0,8.13,0.11,0,0,0.31,0,0.2,0.03,0,8.13,0.11,0
Estonia,EST,2010,0,0.74,0,0.28,0.03,0,11.62,0.3,0,0,0.74,0,0.28,0.03,0,11.62,0.3,0
Estonia,EST,2011,0,0.78,0,0.37,0.03,0,11.46,0.25,0,0,0.78,0,0.37,0.03,0,11.46,0.25,0
Estonia,EST,2012,0,1,0,0.43,0.04,0,10.36,0.13,0,0,1,0,0.43,0.04,0,10.36,0.13,0
Estonia,EST,2013,0,0.67,0,0.53,0.03,0,11.95,0.09,0.01,0,0.67,0,0.53,0.03,0,11.95,0.09,0.01
Estonia,EST,2014,0,0.76,0,0.6,0.03,0,10.98,0.07,0.01,0,0.76,0,0.6,0.03,0,10.98,0.07,0.01
Estonia,EST,2015,0,0.82,0,0.71,0.03,0,8.53,0.06,0,0,0.82,0,0.71,0.03,0,8.53,0.06,0
Estonia,EST,2016,0,0.95,0.01,0.59,0.04,0,10.51,0.07,0,0,0.95,0.01,0.59,0.04,0,10.51,0.07,0
Estonia,EST,2017,0,1.1,0.01,0.72,0.03,0,11.22,0.06,0.02,0,1.1,0.01,0.72,0.03,0,11.22,0.06,0.02
Estonia,EST,2018,0,1.31,0.03,0.64,0.01,0,10.32,0.06,0,0,1.31,0.03,0.64,0.01,0,10.32,0.06,0
Estonia,EST,2019,0,1.36,0.07,0.69,0.02,0,5.43,0.04,0,0,1.36,0.07,0.69,0.02,0,5.43,0.04,0
Estonia,EST,2020,0,1.85,0.25,0.84,0.03,0,3.08,0.03,0,0,1.85,0.25,0.84,0.03,0,3.08,0.03,0
Estonia,EST,2021,0,1.77,0.35,0.73,0.02,0,4.28,0.04,0,0,1.77,0.35,0.73,0.02,0,4.28,0.04,0
Estonia,EST,2022,0,1.57,0.6,0.67,0.02,0,6.02,0.06,0,0,1.57,0.6,0.67,0.02,0,6.02,0.06,0
Estonia,EST,2023,0,1.38,0.72,0.79,0.02,0,2.92,0.02,0,0,1.38,0.72,0.79,0.02,0,2.92,0.02,0
Estonia,EST,2024,0,1.32,0.94,1.16,0.02,0,2.61,0.02,0,0,1.32,0.94,1.16,0.02,0,2.61,0.02,0
Finland,FIN,1990,0,5.16,0,0,10.86,19.22,4.8,4.66,9.66,0,5.16,0,0,10.86,19.22,4.8,4.66,9.66
Finland,FIN,1991,0,5,0,0,13.2,19.51,5.51,4.95,9.79,0,5,0,0,13.2,19.51,5.51,4.95,9.79
Finland,FIN,1992,0,4.95,0,0,15.11,19.26,5.54,5.18,7.66,0,4.95,0,0,15.11,19.26,5.54,5.18,7.66
Finland,FIN,1993,0,5.96,0,0,13.48,19.93,6.3,5.55,9.84,0,5.96,0,0,13.48,19.93,6.3,5.55,9.84
Finland,FIN,1994,0,6.47,0,0.01,11.79,19.43,7.51,6.43,13.98,0,6.47,0,0.01,11.79,19.43,7.51,6.43,13.98
Finland,FIN,1995,0,6.61,0,0.01,12.93,19.22,7.53,6.63,11.07,0,6.61,0,0.01,12.93,19.22,7.53,6.63,11.07
Finland,FIN,1996,0,5.89,0,0.01,11.86,19.48,8.44,8.51,15.12,0,5.89,0,0.01,11.86,19.48,8.44,8.51,15.12
Finland,FIN,1997,0,7.89,0,0.02,12.24,20.89,8.35,6.88,12.84,0,7.89,0,0.02,12.24,20.89,8.35,6.88,12.84
